Tiêu đề,Giá,Diện tích,Giá/m²,Phòng ngủ,WC,Địa điểm
"Bán nhà kiệt Nguyễn Đình, full nội thất, sát biển, đầu tư khai thác ngay","6,7 tỷ",69 m²,"97,1 tr/m²",4 Phòng ngủ,5 WC,"Sơn Trà, Đà Nẵng"
"Bán nhà 32,1m2 gần quốc lộ 6 giá 3tỷ398tr ô tô gần,sổ đỏ chuẩn không quy hoạch không lỗi phòng thuỷ","3,4 tỷ","32,1 m²","105,86 tr/m²",4 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"BÁN NHÀ RIÊNG 35M CHÍNH CHỦ TẠI TRỊNH ĐÌNH CỬU, NGÕ Ô TÔ, LÔ GÓC, SỔ ĐẸP.","8,9 tỷ",35 m²,"254,29 tr/m²",4 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
Hơn 30tỷ - VỊ TRÍ EM LÀ SỐ 1 - tòa CCMN dòng tiền - BAO QUANH 11 TRƯỜNG ĐH - THIÊN ĐƯỜNG SINH VIÊN,"34,5 tỷ",100 m²,345 tr/m²,28 Phòng ngủ,29 WC,"Cầu Giấy, Hà Nội"
"Siêu phẩm nhà phố ngay ngã tư Bốn Xã với Hương Lộ Hai DT 4x17m, đường thông xe hơi","5,9 tỷ",68 m²,"86,76 tr/m²",4 Phòng ngủ,,"Bình Tân, Hồ Chí Minh"
"Nhà riêng đẹp, nhiều tiện ích tại Ngọc Thụy, Long Biên, Hà Nội, 5,2 tỷ, 30 m2","5,2 tỷ",30 m²,"173,33 tr/m²",3 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
Tòa căn hộ Ngũ Hành Sơn ngay đại học Kinh Tế - 150m2 - 4 tầng - thang máy - dt: 80 triệu/th - 14 tỷ,14 tỷ,150 m²,"93,33 tr/m²",25 Phòng ngủ,25 WC,"Ngũ Hành Sơn, Đà Nẵng"
CC bán nhà phân lô ô tô đỗ trong nhà-ngõ thông - Nguyễn Văn Huyên-Cầu Giấy-Hà Nội-LH 0924 691 ***,"18,5 tỷ",45 m²,"411,11 tr/m²",3 Phòng ngủ,5 WC,"Cầu Giấy, Hà Nội"
"Bán gấp căn biệt thự mini khu cư xá Tân Phong, chợ Tân Phong","6,5 tỷ",189 m²,"34,39 tr/m²",3 Phòng ngủ,4 WC,"Biên Hòa, Đồng Nai"
Nhà đẹp ngang 5.5m (lửng 3 lầu) full nội thất cao cấp,"6,25 tỷ",58 m²,"107,76 tr/m²",4 Phòng ngủ,6 WC,"Quận 12, Hồ Chí Minh"
"Bán gấp Nhà riêng 4PN, 5WC, 42m2 tại Nguyễn Văn Khối, Gò Vấp, HCM, giá 5,8 tỷ","5,8 tỷ",42 m²,"138,1 tr/m²",4 Phòng ngủ,5 WC,"Gò Vấp, Hồ Chí Minh"
"Bán Nhà 4 tầng Đồng Tâm, Đồng Hoà, Kiến An","3,89 tỷ",70 m²,"55,57 tr/m²",4 Phòng ngủ,4 WC,"Kiến An, Hải Phòng"
Siêu phẩm xây mới độc lập 5tầng bên chẵn Văn Cao - Đường nội bộ rộng thênh thang - S: 75m2 ngang 5m,"12,2 tỷ",75 m²,"162,67 tr/m²",5 Phòng ngủ,,"Hải An, Hải Phòng"
"Bán gấp nhà dòng tiền 80tr/ tháng, 16PN TẠI HIỆP NHẤT 81m2 sổ vuông đét","16,9 tỷ",81 m²,"208,64 tr/m²",16 Phòng ngủ,16 WC,"Tân Bình, Hồ Chí Minh"
BÉ ĐẸP SÁT HẺM XE HƠI FULL NỘI THẤT - LÊ QUANG ĐỊNH,"5,15 tỷ",30 m²,"171,67 tr/m²",2 Phòng ngủ,2 WC,"Gò Vấp, Hồ Chí Minh"
"Bán nhà đường Thống Nhất, đang cho thuê 20tr/tháng","4,6 tỷ",61 m²,"75,41 tr/m²",5 Phòng ngủ,5 WC,"Gò Vấp, Hồ Chí Minh"
"Bán nhà dòng tiền 660tr/năm, diện tích 57m2 x 4 tầng tại trung tâm Q. Tân Bình","11,8 tỷ",57 m²,"207,02 tr/m²",7 Phòng ngủ,7 WC,"Tân Bình, Hồ Chí Minh"
"Ngộp bank bán gấp CHDV dòng tiền 120tr/ tháng, DT 200m2 x 4 tầng, MT 12m tại Q. Gò Vấp TP. HCM","20,9 tỷ",200 m²,"104,5 tr/m²",18 Phòng ngủ,18 WC,"Gò Vấp, Hồ Chí Minh"
"Sổ đỏ. Phân lô cán bộ Tố Hữu - Thanh Xuân. 4T. MT 4,6m. Gần công viên. Không QH. Đường 2 ô tô tránh","21,5 tỷ",118 m²,"182,2 tr/m²",5 Phòng ngủ,4 WC,"Thanh Xuân, Hà Nội"
"Bán NR 100m2 tại Doãn Kế Thiện, Mai Dịch, Cầu Giấy, 29 tỷ",29 tỷ,100 m²,290 tr/m²,,,"Cầu Giấy, Hà Nội"
"BÁN NHÀ BỒ ĐỀ, MẶT HỒ CỰC HIẾM, KINH DOANH, HƠN 10 NĂM MỚI CÓ 1 NHÀ BÁN, 81M2, 21 TỶ",21 tỷ,81 m²,"259,26 tr/m²",,,"Long Biên, Hà Nội"
"BÁN NHÀ ĐẸP TỔ 11 PHÚ LƯƠNG, HÀ ĐÔNG OTO 7 CHỖ ĐỖ CỬA GẦN UBND PHƯỜNG","4,8 tỷ","30,1 m²","159,47 tr/m²",,,"Hà Đông, Hà Nội"
"Bán NR 56m2, 4,45 tỷ ở Đình Phong Phú, Q9, HCM, giá ưu đãi, chính chủ","4,45 tỷ",56 m²,"79,46 tr/m²",3 Phòng ngủ,2 WC,"Quận 9, Hồ Chí Minh"
"Bán nhà đ. Đình Phong Phú, TNP B, Tp. Thủ Đức. DT: 49m2, 2lầu, 3PN - 2WC, nhà mới đẹp, 4.4 tỷ","4,4 tỷ","29,7 m²","148,15 tr/m²",3 Phòng ngủ,2 WC,"Thủ Đức, Hồ Chí Minh"
"Bán nhà góc 2 MT Đinh Tiên Hoàng, diện tích: 20x4m không lỗi phong thủy, 4 tầng mới, 13.5 tỷ","13,5 tỷ",80 m²,"168,75 tr/m²",4 Phòng ngủ,6 WC,"Bình Thạnh, Hồ Chí Minh"
"Bán nhà riêng giá tốt tại Lê Thanh Nghị, 8,15 tỷ, 33,2 m2, pháp lý đầy đủ Minh bạch","8,15 tỷ","33,2 m²","245,48 tr/m²",3 Phòng ngủ,3 WC,"Hai Bà Trưng, Hà Nội"
Nhà Quận 12 đường Nguyễn Văn Quá. Ngang 4m dài 7m giá 1tỷ180tr còn TL,"1,18 tỷ",28 m²,"42,14 tr/m²",2 Phòng ngủ,2 WC,"Quận 12, Hồ Chí Minh"
Nhà Đỗ Bá - 200m2 - ngang: 7.2m - gần biển Mỹ Khê - lô duy nhất - 15 tỷ,15 tỷ,200 m²,75 tr/m²,4 Phòng ngủ,1 WC,"Ngũ Hành Sơn, Đà Nẵng"
MTNB nhà ga T3 đường 10m DT: 5.5 x 36m CN: 205m2 CTXD hầm 5 lầu giá chỉ 18.5 tỷ 90tr/m2,"18,5 tỷ",205 m²,"90,24 tr/m²",6 Phòng ngủ,6 WC,"Tân Bình, Hồ Chí Minh"
"Bán nhà 2,5 tầng Nghĩa Lộ, Yên Nghĩa giá 2,6 tỷ","2,6 tỷ",32 m²,"81,25 tr/m²",,,"Hà Đông, Hà Nội"
"cô chú lớn tuổi cần bán căn nhà DT 15 m2, Tân Bình , 1ty7,SHR, còn bớt, hẻm xe gác, có 2PN, 2WC","1,7 tỷ",15 m²,"113,33 tr/m²",2 Phòng ngủ,2 WC,"Tân Bình, Hồ Chí Minh"
"Bán nhà hẻm xe tải 8m nhựa Lý Thường Kiệt f6 quận Tân Bình 64 m2 ngang 4 vuông vức, 2 lầu 9 tỷ85","9,85 tỷ",64 m²,"153,91 tr/m²",,,"Tân Bình, Hồ Chí Minh"
NHÀ FULL NỘI THẤT CAO CẤP - CÓ SÂN VƯỜN SAU NHÀ - CÓ THÀNG MÁY 450KG TRONG NHÀ - 4M X 21M -ĐƯỜNG 8M,"7,9 tỷ",84 m²,"94,05 tr/m²",5 Phòng ngủ,7 WC,"Bình Tân, Hồ Chí Minh"
"Hàng hiếm Lò Lu Ngang 7m gồm 2 tầng S Đất 196m2, Hẻm xe hơi, BĐS Dòng tiền Chỉ 11.8 tỷ","11,8 tỷ",196 m²,"60,2 tr/m²",,,"Thủ Đức, Hồ Chí Minh"
"Bán Nhà riêng 40m2, 11,8 tỷ tại Hoàng Cầu, Đống Đa, Hà Nội","11,8 tỷ",40 m²,295 tr/m²,3 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Bán đất tặng nhà 4 tầng tại Giảng Võ, 131 m2, mặt tiền 11m, ngõ 8m, pháp lý đầy đủ","62,8 tỷ",131 m²,"479,39 tr/m²",,,"Ba Đình, Hà Nội"
Cần bán nhà Cổ Linh Thạch Bàn Long Biên Hà Nội,"19,6 tỷ",50 m²,392 tr/m²,4 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Chuẩn 100% bán nhà Ngọc Thuỵ, 115m2 7 tầng thang máy gara ô tô full nội thất gần Việt Pháp, phố cổ","32,65 tỷ",115 m²,"283,91 tr/m²",5 Phòng ngủ,6 WC,"Long Biên, Hà Nội"
"Bán căn hộ dịch vụ Quận 7, sau lưng Lotte Mart, đường 12m, SD 105m2, dòng tiền 54 triệu/ tháng","13,9 tỷ",80 m²,"173,75 tr/m²",,,"Quận 7, Hồ Chí Minh"
CHỈ CÓ 1-LÂM HẠ-BỒ ĐỀ-GẦN TÂM ANH-GẦN PHỐ-7 TẦNG-THANG MÁY-GARA Ô TÔ-FULL NỘI THẤT-VIP-GIÁ ĐẦU TƯ,"16,5 tỷ",48 m²,"343,75 tr/m²",3 Phòng ngủ,6 WC,"Long Biên, Hà Nội"
"Hoa khôi Quốc lộ 6, Biên Giang, Hà Đông, 40m2, hơn 3 tỷ, cách ô tô tránh 30m, ngõ thông tứ phía.","3,55 tỷ",40 m²,"88,75 tr/m²",4 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"Nhà quận 1, giá 8.4tỷ hẻm 8m Nguyễn Thị Minh Khai, 1 trệt 3 lầu. Oto vô tới nhà. Cho thuê 28tr/th","8,4 tỷ",25 m²,336 tr/m²,4 Phòng ngủ,4 WC,"Quận 1, Hồ Chí Minh"
CHÍNH CHỦ EM CẦN BÁN GẤP NHÀ 6 TẦNG - 4 NGỦ KHÉP KÍN RỘNG RÃI - HÀNG XÓM NGỌC LÂM PHỐ - NGÕ OTO,"5,75 tỷ",30 m²,"191,67 tr/m²",4 Phòng ngủ,5 WC,"Long Biên, Hà Nội"
Nhà mặt tiền đường số giáp khu Tên Lửa Quận Bình Tân 5x20 gấp bán,"6,6 tỷ",100 m²,66 tr/m²,3 Phòng ngủ,2 WC,"Bình Tân, Hồ Chí Minh"
"Cực hiếm! Bán nhà Gia Thụy, khu phân lô VIP, 37m2 x MT rộng x 7 tầng, gara ô tô, 7 tầng thang máy","13,2 tỷ",37 m²,"356,76 tr/m²",4 Phòng ngủ,6 WC,"Long Biên, Hà Nội"
"PHÂN LÔ, LÊ TRỌNG TẤN, Ô TÔ NGỦ NHÀ, 48M, 5T, MT4, THANH XUÂN, FULL NỘI THẤT, NHÀ ĐẸP Ở NGAY.","13,5 tỷ",48 m²,"281,25 tr/m²",,,"Thanh Xuân, Hà Nội"
"Bán nhà riêng tại Nguyễn Khoái, 6,9 tỷ, 36m2, 3PN + 4WC + 5 tầng, đẹp, nhiều tiện ích.","6,9 tỷ",36 m²,"191,67 tr/m²",3 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
"Nhà đẹp Thạnh xuân 43,hẻm xe hơi,view bờ kênh thoáng mát,giá 5,5ty","5,5 tỷ",72 m²,"76,39 tr/m²",3 Phòng ngủ,3 WC,"Quận 12, Hồ Chí Minh"
"BÁN NHÀ RIÊNG HẺM 158 HOÀNG HOA THÁM, P12, TÂN BÌNH.","16,5 tỷ",80 m²,"206,25 tr/m²",,,"Tân Bình, Hồ Chí Minh"
Siêu Phẩm Nhà Phố Trần Phú Ô Tô Đỗ Ngày Đêm Kinh Doanh Buôn Bán Sầm Uất Thông Sang Hồ Văn Quán,"16,8 tỷ",85 m²,"197,65 tr/m²",4 Phòng ngủ,,"Hà Đông, Hà Nội"
5.38 TỶ-NGÕ NÔNG GẦN PHỐ-FULL NỘI THẤT- SÂN ĐỂ XE RỘNG-TÂY TRÀ-LĨNH NAM,"5,38 tỷ",32 m²,"168,12 tr/m²",3 Phòng ngủ,3 WC,"Hoàng Mai, Hà Nội"
Bán nhà Hoàng Cầu 57m2x4T giá 11.2 tỷ MT 9m lô góc 3 thoáng gần phố ngõ nông Đống Đa,"11,2 tỷ",57 m²,"196,49 tr/m²",4 Phòng ngủ,3 WC,"Đống Đa, Hà Nội"
"Bán nhà đường Hoàng Văn Thụ P4, Tân Bình DT: 9x25m (230m2) CTXD 7 tầng HĐT: 90 triệu. Giá: 28 tỷ",28 tỷ,230 m²,"121,74 tr/m²",,,"Tân Bình, Hồ Chí Minh"
"Nhà nở hậu tài lộc - hẻm xe hơi - DT: 6.5 x 25m - Phạm Hữu Lầu - Quận 7, giá 10.9 tỷ","10,9 tỷ",200 m²,"54,5 tr/m²",4 Phòng ngủ,4 WC,"Quận 7, Hồ Chí Minh"
"Bán nhà 2 tầng, khu 38ha Tân Thới Nhất, Quận 12, đối diện công viên Thuận Kiều. Chỉ 4,950 tỷ","4,95 tỷ",40 m²,"123,75 tr/m²",2 Phòng ngủ,2 WC,"Quận 12, Hồ Chí Minh"
Bán nhà Nhật Tảo - lô góc xinh xắn - 6 tầng - giá nhỉnh 6 tỷ - siêu phẩm,"6,6 tỷ",36 m²,"183,33 tr/m²",,,"Bắc Từ Liêm, Hà Nội"
Bán nhà riêng 54m2 khu cư xá Lữ Gia chính chủ Quận 11,"15,5 tỷ",54 m²,"287,04 tr/m²",5 Phòng ngủ,5 WC,"Quận 11, Hồ Chí Minh"
"Bán nhà dân xây chuẩn xịn rất đẹp tại Tổ 12 Yên Nghĩa,cạnh KĐT Đô Nghĩa. DT38m.full nội thất xịn sò","5,88 tỷ",38 m²,"154,74 tr/m²",,,"Hà Đông, Hà Nội"
"THANH TRÌ - NHÀ 5 TẦNG HIỆN ĐẠI, FULL NỘI THẤT, Ô TÔ ĐỖ CỬA","4,95 tỷ",30 m²,165 tr/m²,3 Phòng ngủ,,"Thanh Trì, Hà Nội"
"Tòa căn hộ lô góc Tô Hiến Thành - Sát Võ Văn Kiệt - dòng tiền 50 triệu/ tháng - giá 12,x tỷ","12,9 tỷ",95 m²,"135,79 tr/m²",7 Phòng ngủ,7 WC,"Sơn Trà, Đà Nẵng"
PHỐ HOÀNG CẦU - SIÊU PHẨM PHÂN LÔ - 7 TẦNG THANG MÁY - KINH DOANH - OTO ĐỖ CỬA - GIÁ NGON !!,"15,5 tỷ",48 m²,"322,92 tr/m²",4 Phòng ngủ,,"Đống Đa, Hà Nội"
Thiếu tiền khởi nghiệp bán lô góc Hai Bà Trưng 5 tầng 3 ngủ tiện ích đầy đủ 35m ra đường Minh Khai,"6,86 tỷ",35 m²,196 tr/m²,3 Phòng ngủ,,"Hai Bà Trưng, Hà Nội"
"Biệt thự khu Compound Vip 357A Nguyễn Trọng Tuyển, Phường 1, Tân Bình, vip nhất khu sân bay",65 tỷ,160 m²,"406,25 tr/m²",,,"Tân Bình, Hồ Chí Minh"
Đường nhựa 12m Trệt 1 lầu Đặng Thuỳ Trâm - Bình Lợi ở ngay hoặc tiện xây mới (5x20m). Giá 11.5 tỷ,"11,5 tỷ",100 m²,115 tr/m²,3 Phòng ngủ,3 WC,"Bình Thạnh, Hồ Chí Minh"
Nhà 6 tầng phố Cổ Linh 45m2 chỉ hơn 5 tỷ,"5,9 tỷ",45 m²,"131,11 tr/m²",5 Phòng ngủ,6 WC,"Long Biên, Hà Nội"
"Bán đất tặng nhà mới xây kiên cố tại Thanh Sơn, Kiến Thụy, Hải Phòng, giá tốt 2 tỷ 600 triệu","2,6 tỷ",150 m²,"17,33 tr/m²",3 Phòng ngủ,1 WC,"Kiến Thụy, Hải Phòng"
"CC cần bán GẤP nhà có dãy trọ đang cho thuê dt 256m².dãy 14 phòng trọ. P.An Khánh, Q2, giá 29.5tỷ","29,5 tỷ",256 m²,"115,23 tr/m²",,,"Quận 2, Hồ Chí Minh"
Bán nhà học viện cảnh sát- phạm văn nghị - nhỉnh 8 tỷ - phân lô- o to tránh.,"8,2 tỷ",35 m²,"234,29 tr/m²",,,"Bắc Từ Liêm, Hà Nội"
Bán nhà Trần Cung - Cầu Giấy - mặt tiền 4 mét - thoáng sáng - nhỉnh 6 tỷ,"6,55 tỷ",33 m²,"198,48 tr/m²",3 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
ĐẠI LA- HAI BÀ TRƯNG - CÁCH MẶT PHỐ 30M - NHÀ ĐẸP FULL NỘI THẤT 54M 4 TẦNG MẶT TIỀN 4M,12 tỷ,54 m²,"222,22 tr/m²",,,"Hai Bà Trưng, Hà Nội"
BÁN NHÀ CHỢ KHÂM THIÊN GẦN HỒ BA MẪU - NỞ HẬU - NHÀ DÂN XÂY- FULL CÔNG NĂNG- NHÀ RẤT ĐẸP.,"9,5 tỷ",48 m²,"197,92 tr/m²",4 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Bán nhà dòng tiền Mễ Trì Thượng, Nam Từ Liêm, 63m2 * 6 tầng, 10 phòng cho thuê. Giá 10,9 tỷ","10,9 tỷ",63 m²,"173,02 tr/m²",10 Phòng ngủ,10 WC,"Nam Từ Liêm, Hà Nội"
"HOT! BÁN GẤP NHÀ ĐẸP 4 TẦNG 5x17M, FULL NỘI THẤT, 6.89 TỶ, KHU DÂN CƯ ĐỒNG BỘ HUỲNH TẤN PHÁT NHÀ BÈ","6,89 tỷ",85 m²,"81,06 tr/m²",,,"Nhà Bè, Hồ Chí Minh"
"Nhà Bình Chánh 96,9m2 - giá 800 triệu - đang cho thuê 8 triệu/tháng - sổ hồng riêng - được trả góp",800 triệu,"96,9 m²","8,26 tr/m²",3 Phòng ngủ,2 WC,"Bình Chánh, Hồ Chí Minh"
"Chủ nhà cần dòng tiền kinh doanh, bán nhanh căn nhà thiết kế đẹp, sau lưng trường học Tân Quý Tây","1,06 tỷ",58 m²,"18,28 tr/m²",2 Phòng ngủ,2 WC,"Bình Chánh, Hồ Chí Minh"
"Bán căn nhà ccmn dòng tiền ô tô đỗ cổng, Dòng tiền 1,1 tỷ/năm - xây mới 7 tầng - 18 phòng full đồ","16,9 tỷ",60 m²,"281,67 tr/m²",17 Phòng ngủ,19 WC,"Bắc Từ Liêm, Hà Nội"
"Bán nhà Phú Thượng Tây Hồ, Hà Nội, nhà có nội thất sẵn vào ở luôn, mỗi tầng 1 phòng","5,75 tỷ",33 m²,"174,24 tr/m²",5 Phòng ngủ,,"Tây Hồ, Hà Nội"
Bán nhà 4 tầng sân thượng KDC an ninh đồng bộ kế Vạn Phúc City đường QL 13 Phường Hiệp Bình Phước,"9,5 tỷ",58 m²,"163,79 tr/m²",4 Phòng ngủ,5 WC,"Thủ Đức, Hồ Chí Minh"
Nhà vườn mát - rộng - yên tĩnh - cây xanh nhiều,7 tỷ,1.000 m²,7 tr/m²,1 Phòng ngủ,2 WC,"Phú Mỹ, Bà Rịa Vũng Tàu"
"Nhà riêng, CĂN GÓC 2 MẶT TIỂN hẻm tại Cao Thắng, P 5, Quận 3. Diện tích sử dụng 80m- CHỈ 7.2 TỶ.","7,2 tỷ",30 m²,240 tr/m²,2 Phòng ngủ,2 WC,"Quận 3, Hồ Chí Minh"
"Bán CCMN 60m2 khu vực Cầu Giấy tập trung hơn 20 trường đại học, ô tô, 10PN khép kín, vận hành ngay","12,95 tỷ",60 m²,"215,83 tr/m²",10 Phòng ngủ,10 WC,"Cầu Giấy, Hà Nội"
"NHÀ MỚI Ở NGAY- NỞ HẬU TÀI LỘC- HẺM THÔNG- NGUYỄN THỊ THẬP,QUẬN 7 - GIÁ 3.970TỶ","3,9 tỷ",30 m²,130 tr/m²,2 Phòng ngủ,2 WC,"Quận 7, Hồ Chí Minh"
"Chính chủ bán NR 4PN + 1kho + 2WC tại Xã Tân Tiến, Bù Đốp, Bình Phước, giá ưu đãi 2,6 tỷ - 296.3 m2","2,6 tỷ","296,3 m²","8,78 tr/m²",4 Phòng ngủ,2 WC,"Bù Đốp, Bình Phước"
"Bán CCMN Trung Kính-Cầu Giấy! 15PKK, DT 75tr/th, 65m2*6T, 2 thoáng, sát ô tô, PCCC đạt chuẩn, GPXD","12,5 tỷ",65 m²,"192,31 tr/m²",15 Phòng ngủ,15 WC,"Cầu Giấy, Hà Nội"
"Bán nhà ngõ phố Tôn Đức Thắng 50m2, 4 tầng, giá 12,5 tỷ","12,5 tỷ",50 m²,250 tr/m²,5 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Chính chủ bán gấp nhà tại Phường Phương Liên, Đống Đa, Hà Nội, giá 6 tỷ, diện tích 26.23m2.",6 tỷ,"26,23 m²","228,75 tr/m²",,,"Đống Đa, Hà Nội"
"Toà CHDV Yên Hoà, Cầu Giấy lô góc 3 mặt thoáng 13 phòng dòng tiền 70tr/tháng nhu cầu thuê cao",15 tỷ,64 m²,"234,38 tr/m²",13 Phòng ngủ,13 WC,"Cầu Giấy, Hà Nội"
"Chạm đỉnh sang trọng! Trung Kính phân lô vip, ôtô tránh, nội thất gỗ hương, 2 thoáng 65m2*5T*5,5mMT","24,7 tỷ",65 m²,380 tr/m²,4 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
TRUNG TÂM ĐỐNG ĐA - NHÀ THANG MÁY - Ô TÔ ĐỖ CỬA - NỘI THẤT 5*,"15,6 tỷ",52 m²,300 tr/m²,3 Phòng ngủ,,"Đống Đa, Hà Nội"
"CHÍNH CHỦ BÁN CÁC ĐƯỜNG TRƯƠNG ĐỊNH 200M2,3 TẦNG CHỈ 3,9 TỶ, SỔ RIÊNG. LH: 0343,202.831","3,9 tỷ",26 m²,150 tr/m²,2 Phòng ngủ,3 WC,"Hai Bà Trưng, Hà Nội"
"Bán nhà tự xây chắc chắn, 2 mặt thoáng, ô tô 7 chỗ đỗ cửa làm văn phòng, cho thuê 15tr/ tháng.","7,6 tỷ",37 m²,"205,4 tr/m²",6 Phòng ngủ,4 WC,"Bắc Từ Liêm, Hà Nội"
"Bán rẻ căn nhà cấp 4 hẻm gần đường Nguyễn Cửu Phú, xã Tân Kiên, Bình Chánh","2,7 tỷ",69 m²,"39,13 tr/m²",,,"Bình Chánh, Hồ Chí Minh"
BÁN DÃY NHÀ TRỌ TẠI KHU ĐÔ THỊ MỸ PHƯỚC 3 GẦN CHỢ GẦN TRƯỜNG HỌC,"2,05 tỷ",150 m²,"13,67 tr/m²",3 Phòng ngủ,2 WC,"Bến Cát, Bình Dương"
"Bán nhà phố Tố Hữu, Nam Từ Liêm, sát phố, ô tô, kinh doanh, 63m, 4 tầng, chỉ nhỉnh 23 tỷ.","23,5 tỷ",63 m²,"373,02 tr/m²",4 Phòng ngủ,3 WC,"Nam Từ Liêm, Hà Nội"
"Nhà mặt tiền đường nhựa 10m Tỉnh Lộ 10 đúc 5 tấm, có thang máy 4x20m full nội thất giáp KDC Tên Lửa","8,2 tỷ",80 m²,"102,5 tr/m²",5 Phòng ngủ,6 WC,"Bình Tân, Hồ Chí Minh"
"Tòa căn hộ Phú Diễn, Bắc Từ Liêm siêu dòng tiền, 76m2 7 tầng, 20 phòng khép kín thu 90 triệu/tháng","21,5 tỷ",76 m²,"282,9 tr/m²",20 Phòng ngủ,20 WC,"Bắc Từ Liêm, Hà Nội"
"Siêu phẩm nhà phố hiện đại trung tâm Cần Đước, gần Vinhomes Long Hựu Đông, vừa ở vừa kinh doanh","2,5 tỷ",95 m²,"26,32 tr/m²",2 Phòng ngủ,2 WC,"Cần Đước, Long An"
"Bán nhà dòng tiền Xuân La-Tây Hồ, 90m2x7 tầng MT 5m giá 21,2 tỷ, dòng tiền 100tr/th, 3 bước ra phố","21,2 tỷ",90 m²,"235,56 tr/m²",,,"Tây Hồ, Hà Nội"
Bán nhà thiết kế theo phong cách Địa Trung Hải tại Long Tâm thuộc TP Bà Rịa Vũng Tàu,"3,35 tỷ",105 m²,"31,9 tr/m²",3 Phòng ngủ,2 WC,"Bà Rịa, Bà Rịa Vũng Tàu"
Nhà chính chủ quận 7. HH 100tr gửi ACE,"6,2 tỷ",60 m²,"103,33 tr/m²",3 Phòng ngủ,4 WC,"Quận 7, Hồ Chí Minh"
"Bán nhà hẻm Đường 2/4, Vĩnh Hòa, Nha Trang.","3,9 tỷ","96,7 m²","40,33 tr/m²",1 Phòng ngủ,1 WC,"Nha Trang, Khánh Hòa"
"Chính chủ bán nhà 1 trệt 1 lửng. Địa chỉ: 362/82/6, phường 12, Gò Vấp 0919 202 ***","3,7 tỷ","44,4 m²","83,33 tr/m²",2 Phòng ngủ,2 WC,"Gò Vấp, Hồ Chí Minh"
"CHỦ CẦN TIỀN BÁN GẤP NHÀ HẺM XE HƠI, 1 TRỆT + 3 LẦU, DT: 4M x 17M, GIÁ: 8,2 TỶ CÒN THƯƠNG LƯỢNG","8,2 tỷ",68 m²,"120,59 tr/m²",5 Phòng ngủ,6 WC,"Gò Vấp, Hồ Chí Minh"
"Chính chủ bán nhà 2 mặt tiền tại số 6, ngõ 25, Lệ Mật, 8,95 tỷ, 44 m2, 4PN, 5WC, view đẹp, sổ đỏ","8,95 tỷ",46 m²,"194,56 tr/m²",4 Phòng ngủ,5 WC,"Long Biên, Hà Nội"
"Bán nhà mới 100%, xây 5 tầng 37.3m2, có 3PN rộng, ngõ thông, cách 30m ra đường ô tô tránh","5,7 tỷ","37,3 m²","152,82 tr/m²",3 Phòng ngủ,4 WC,"Hoài Đức, Hà Nội"
BÁN NHÀ CẤP BỐN CŨ - HẺM XE HƠI - TIỆN XÂY MỚI HOẶC CHO THUÊ,"6,89 tỷ",54 m²,"127,59 tr/m²",3 Phòng ngủ,3 WC,"Bình Thạnh, Hồ Chí Minh"
Bán gấp căn nhà dòng tiền ổn định l/ DT 61m2/MT 6m/đường 3m/ trung tâm Trâu Quỳ Gia Lâm/giá 7.1 tỷ,"7,1 tỷ",61 m²,"116,39 tr/m²",3 Phòng ngủ,1 WC,"Gia Lâm, Hà Nội"
"Siêu phẩm Cầu Giấy nhà 4 tầng 34m2 chỉ hơn 6 tỷ, mặt tiền rộng ngõ nông như mặt phố - giá đầu tư","6,1 tỷ",34 m²,"179,41 tr/m²",2 Phòng ngủ,2 WC,"Cầu Giấy, Hà Nội"
Bán Thái Hà Lô góc 3 thoáng DT70m 5T MT4.5 Giá 22.799 tỷ Đống Đa,"22,8 tỷ",70 m²,"325,7 tr/m²",6 Phòng ngủ,5 WC,"Đống Đa, Hà Nội"
Bán nhà xây mới ngay KĐT Văn Quán Gần Hồ Văn Quán ôtô đỗ gần giá siêu rẻ chỉ hơn 7tỷ 5T3N,"7,55 tỷ","31,1 m²","242,76 tr/m²",3 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"Bán gấp căn góc ngay đường Bà Triệu THPT Lê Lợi gần ngã 5 Hà Trì mặt tiền 9,2m giá chỉ hơn 7tỷ","7,25 tỷ",50 m²,145 tr/m²,3 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"CẦN BÁN GẤP NHÀ TRUNG TÂM QUẬN CẦU GIẤY MẶT TIỀN RỘNG, THOÁNG - NHỈNH 8 TỶ","8,8 tỷ",35 m²,"251,43 tr/m²",4 Phòng ngủ,3 WC,"Cầu Giấy, Hà Nội"
